cuid,pred_convert_30,pred_revenue_30
170925,0.16252391040325165,20.708042
170928,0.15926557779312134,38.318882
170940,0.16837668418884277,14.870007
532819,0.1474558264017105,41.58373
532820,0.18776878714561462,49.189655
532826,0.5911446213722229,288.89597
532827,0.1318105161190033,45.192764
532842,0.11623848974704742,29.27824
532869,0.2992289066314697,20.708042
532877,0.7186458110809326,812.1123
2841,0.36578088998794556,41.58373
2913,0.13323888182640076,20.708042
2956,0.19896918535232544,18.163797
2995,0.5983289480209351,151.74454
3011,0.30820685625076294,22.039455
3024,0.14504005014896393,20.708042
3025,0.16940468549728394,18.163797
3034,0.08051648736000061,28.044212
3127,0.735697329044342,169.10733
3181,0.7340520024299622,511.33365
532923,0.6230246424674988,296.75137
79152,0.3267934322357178,30.04266
532932,0.512005627155304,114.20695
79263,0.6025115847587585,107.32751
532946,0.4888891279697418,168.67168
79374,0.164722740650177,28.044212
532951,0.6729298830032349,302.3752
79388,0.82147616147995,470.98434
532956,0.6084395051002502,161.2433
79512,0.6431348323822021,144.84282
79517,0.3192669749259949,31.233654
79544,0.4039873480796814,41.857258
532973,0.6839241981506348,195.65468
155446,0.7221579551696777,294.01434
155470,0.5740135908126831,196.27393
11371,0.5444915890693665,127.908195
11422,0.40382546186447144,96.417274
533017,0.6157543659210205,286.6675
533021,0.5300009250640869,304.4247
11575,0.4851306676864624,152.21225
11587,0.8164347410202026,410.3065
11618,0.19083450734615326,14.870007
11637,0.7903679609298706,455.66013
533030,0.2842583656311035,20.708042
11716,0.5644711256027222,175.14577
11743,0.8170203566551208,363.29492
533040,0.20401565730571747,20.708042
11869,0.14582617580890656,28.044212
11931,0.23861446976661682,38.03923
11952,0.14135074615478516,20.708042
11959,0.19939002394676208,20.708042
11962,0.1573462039232254,28.044212
12165,0.3313913941383362,20.708042
12211,0.5827954411506653,165.4105
12212,0.5727234482765198,206.93832
12218,0.5442281365394592,28.313963
12284,0.5249345898628235,44.98476
12373,0.42761847376823425,56.52583
533106,0.6813673377037048,200.55379
12499,0.4090609550476074,100.51668
533129,0.564721941947937,211.76009
12567,0.347272664308548,14.870007
12603,0.751818835735321,834.73773
12616,0.30684971809387207,20.708042
12720,0.3248583972454071,27.877491
12723,0.2208341509103775,20.708042
12776,0.3163279891014099,22.47593
12882,0.7521346211433411,209.46234
12959,0.17192909121513367,14.870007
12998,0.16831067204475403,14.870007
533177,0.15022669732570648,43.971848
13058,0.2575494050979614,34.72518
533183,0.23812149465084076,30.776375
533184,0.536427915096283,136.24402
13117,0.1327512562274933,20.708042
13163,0.07451336085796356,14.870007
13247,0.42369434237480164,36.49307
13292,0.1969059705734253,28.044212
13449,0.7974531054496765,549.3413
13459,0.6346118450164795,199.73694
13465,0.16940468549728394,14.870007
533237,0.31039974093437195,30.89085
13559,0.1423458755016327,28.044212
533253,0.4948042929172516,102.624565
13656,0.09571491926908493,28.044212
533259,0.5300664305686951,142.15056
533268,0.27180197834968567,35.530926
13874,0.26671281456947327,14.870007
13886,0.2025105208158493,14.870007
14029,0.44940420985221863,61.228703
87730,0.09204800426959991,20.708042
533298,0.41578513383865356,109.3622
87823,0.10129418969154358,14.870007
88048,0.5771616697311401,146.35742
88082,0.5287285447120667,142.42033
533326,0.5330219864845276,192.19496
533338,0.21074475347995758,53.98969
88211,0.29062068462371826,66.43634
88254,0.08074624836444855,20.708042
88276,0.19264833629131317,59.586353
88278,0.23527508974075317,34.4045
88312,0.21953582763671875,22.206177
88340,0.5222274661064148,88.16051
88343,0.10630463808774948,20.708042
88366,0.06346487253904343,20.708042
88367,0.39889124035835266,22.47593
88389,0.4427015483379364,64.843834
88435,0.1462569683790207,20.708042
88450,0.09797743707895279,20.708042
533370,0.37552207708358765,96.65574
88484,0.0877748653292656,20.708042
88528,0.1519031673669815,14.870007
88544,0.12959513068199158,20.708042
533383,0.2343870848417282,30.89085
533384,0.763062596321106,617.3781
533397,0.1944606751203537,14.870007
533403,0.3403714895248413,65.210495
533429,0.4429417550563812,120.79417
533430,0.24074408411979675,68.45658
88942,0.16543664038181305,20.708042
88969,0.3762443959712982,78.492455
89114,0.07137537747621536,20.708042
89163,0.2949923872947693,22.47593
533449,0.35534802079200745,30.89085
89267,0.40746423602104187,66.23223
89314,0.5293248295783997,181.8004
89462,0.12408135086297989,22.206177
89497,0.7188251614570618,557.8943
89502,0.31226181983947754,20.708042
89574,0.050078801810741425,22.206177
533503,0.3613113462924957,40.179268
89668,0.23202306032180786,14.870007
89706,0.07326633483171463,14.870007
89760,0.08515134453773499,14.870007
89928,0.2019422948360443,28.044212
90077,0.6837368011474609,116.08982
90098,0.39201265573501587,24.204624
90112,0.16905327141284943,20.708042
90188,0.37907883524894714,57.863472
90221,0.1993284523487091,18.163797
533567,0.5795935988426208,149.66763
90302,0.26843008399009705,14.870007
90341,0.16737258434295654,22.206177
164105,0.3727662265300751,59.968147
164113,0.2919614315032959,529.6452
533593,0.5213940739631653,144.19989
164259,0.6272104978561401,124.01505
533598,0.6283144950866699,148.2281
533599,0.19219078123569489,30.89085
164360,0.11542072147130966,14.870007
164364,0.2575743496417999,14.870007
533601,0.10377238690853119,14.870007
164647,0.14429529011249542,14.870007
165043,0.22387512028217316,20.708042
165389,0.27784937620162964,25.499968
165395,0.27495312690734863,20.708042
165419,0.29203861951828003,70.12989
165429,0.1070634201169014,20.708042
165445,0.1663748174905777,27.877491
165473,0.21424472332000732,68.84081
165475,0.044758498668670654,22.206177
533645,0.6507109999656677,153.0964
533646,0.12148427963256836,20.708042
533669,0.22879914939403534,43.971848
533687,0.32326048612594604,92.70127
165518,0.7518941760063171,1215.052
533695,0.06713353097438812,20.708042
19564,0.5049498677253723,130.6349
533707,0.3918594717979431,45.162846
19709,0.23800766468048096,25.499968
19738,0.41350382566452026,82.77231
19774,0.401802122592926,93.2806
533733,0.058356281369924545,485.53973
533740,0.5953965783119202,669.6882
20010,0.12183298170566559,14.870007
533745,0.21680240333080292,30.89085
20026,0.04844890534877777,14.870007
20070,0.21006900072097778,28.044212
20077,0.5526378154754639,149.47685
20165,0.6359689831733704,246.6407
20199,0.11706865578889847,20.708042
20359,0.660089373588562,252.39807
20394,0.3986714482307434,90.108475
20434,0.298100084066391,27.877491
20447,0.13576652109622955,14.870007
20455,0.5169541239738464,132.79764
20517,0.14781740307807922,20.708042
20554,0.1674761176109314,93.32609
20569,0.2890242636203766,28.044212
20577,0.4383900761604309,83.9633
20580,0.5740958452224731,182.10931
20583,0.2025461196899414,83.34643
20592,0.11698266863822937,20.708042
20615,0.6727208495140076,267.14206
20789,0.19327972829341888,20.708042
20802,0.45646804571151733,52.79869
20829,0.20413142442703247,20.708042
20883,0.7621150612831116,222.7136
20972,0.34490063786506653,30.04266
21084,0.33059951663017273,258.2995
533835,0.4206272065639496,52.399445
21143,0.1560201197862625,20.708042
21211,0.27734968066215515,30.04266
21245,0.23286165297031403,20.708042
21330,0.36076781153678894,20.708042
21332,0.8479235768318176,541.02185
21333,0.22103232145309448,28.044212
21334,0.05247293412685394,20.708042
533872,0.12535883486270905,23.440205
21439,0.2429846078157425,24.204624
21477,0.050078801810741425,14.870007
21481,0.5291270613670349,45.05303
21560,0.5473892688751221,130.08263
21648,0.390896737575531,50.161846
533913,0.05524443835020065,38.227028
533930,0.20549429953098297,44.87752
21907,0.47291019558906555,109.83798
21918,0.26095643639564514,25.499968
21948,0.4416823089122772,73.08091
21998,0.09059645980596542,20.708042
22126,0.5711563229560852,128.37125
22152,0.1736460030078888,18.163797
95884,0.5335406064987183,129.69849
95932,0.32190269231796265,34.72518
95954,0.2331414371728897,14.870007
95989,0.6297209858894348,175.70496
533967,0.281717985868454,32.237133
533996,0.3484148383140564,14.870007
96184,0.0593077652156353,14.870007
533998,0.6484179496765137,200.16762
96233,0.04350584000349045,14.870007
96264,0.5397126078605652,146.03119
96296,0.34654900431632996,22.47593
96340,0.505280077457428,69.154236
534015,0.420596718788147,68.38983
534019,0.3687748908996582,93.95163
96394,0.6892436742782593,396.92755
534024,0.7032231092453003,321.80194
96432,0.10551703721284866,20.708042
96515,0.21887829899787903,27.877491
96564,0.05722378194332123,28.044212
534045,0.4844164252281189,257.89804
96675,0.5251981019973755,54.97978
96681,0.3213304877281189,90.108475
96690,0.7682604193687439,321.4781
96716,0.12936735153198242,20.708042
96745,0.32029974460601807,20.708042
96792,0.5679875612258911,119.40387
96897,0.2172006219625473,25.499968
96911,0.18478071689605713,20.708042
97017,0.18700528144836426,18.163797
534085,0.5115381479263306,236.9223
97218,0.3354129493236542,26.690964
97393,0.08174680918455124,14.870007
97408,0.10628831386566162,14.870007
97415,0.19792503118515015,20.708042
97472,0.5323911905288696,108.61342
97528,0.31575915217399597,16.616352
97603,0.24122127890586853,20.708042
97631,0.20739243924617767,14.870007
97632,0.3702678084373474,48.71957
97661,0.31343933939933777,57.709858
97693,0.10675228387117386,23.95252
97740,0.06605090945959091,18.163797
97747,0.08811981976032257,20.708042
97755,0.22591011226177216,70.33894
97765,0.1755259931087494,20.708042
534159,0.33684855699539185,89.10817
97844,0.3337639570236206,30.04266
97912,0.1055382564663887,16.616352
534182,0.04614432156085968,30.776375
534193,0.44520023465156555,142.98466
98175,0.17837005853652954,14.870007
98234,0.5157915353775024,79.513115
534214,0.6907199025154114,210.45302
98349,0.7924469709396362,450.71335
98452,0.20422132313251495,14.870007
98471,0.38181760907173157,27.498415
534231,0.30692729353904724,38.61286
98480,0.07738275080919266,14.870007
98533,0.08212576061487198,14.870007
534239,0.4845069646835327,143.01837
172227,0.15100623667240143,20.708042
172316,0.22048872709274292,68.84081
172345,0.2315622717142105,18.163797
534263,0.3119850754737854,43.971848
534267,0.1266821026802063,14.870007
172446,0.09518469870090485,18.163797
172516,0.1657525599002838,20.708042
172555,0.19608411192893982,32.939453
172671,0.13632185757160187,20.708042
172809,0.2232988029718399,20.708042
173359,0.20070452988147736,28.044212
173450,0.712662398815155,236.87254
173652,0.09313488006591797,14.870007
173656,0.08015810698270798,20.708042
442099,0.03794531896710396,14.870007
173666,0.7978343963623047,248.58925
173667,0.07000979781150818,14.870007
173670,0.05137593299150467,14.870007
173677,0.04120369255542755,22.206177
173703,0.046072497963905334,14.870007
173725,0.20732437074184418,45.192764
173744,0.20067591965198517,14.870007
173763,0.18285256624221802,92.99807
173766,0.12188156694173813,25.499968
534323,0.2311326414346695,30.89085
534336,0.2267272174358368,22.47593
30401,0.6433945894241333,92.33926
30418,0.6185957789421082,117.50075
30470,0.5166820287704468,11.303015
534383,0.17513450980186462,32.777027
30615,0.5059043765068054,77.46606
30722,0.16759099066257477,18.163797
30854,0.1406083106994629,14.870007
30950,0.45922398567199707,83.34643
31040,0.5730457305908203,283.11667
31060,0.46065375208854675,36.49307
534442,0.5339226722717285,49.693737
31112,0.6336600184440613,248.44112
534452,0.16302131116390228,48.76378
31247,0.47840726375579834,101.95629
31250,0.7467607855796814,307.2004
31280,0.5095301270484924,69.91533
31317,0.04268687590956688,14.870007
534475,0.5250162482261658,182.82106
31377,0.3315855860710144,53.13274
534478,0.5621219873428345,104.778435
534481,0.6131581664085388,278.66522
31605,0.3886646330356598,42.107357
534497,0.38098275661468506,28.313963
31726,0.05575862154364586,22.206177
31794,0.48089277744293213,90.378235
31816,0.46342501044273376,44.82961
31825,0.37480875849723816,50.918346
31828,0.4651258587837219,67.627335
31858,0.4161393344402313,110.326584
31878,0.6541340351104736,131.20322
31938,0.08913616091012955,20.708042
32023,0.18911010026931763,14.870007
534531,0.23135125637054443,28.044212
32055,0.4976653456687927,203.15356
32159,0.07779931277036667,14.870007
32177,0.6541181206703186,105.679535
32186,0.07838685065507889,18.163797
32275,0.3120804727077484,29.50496
32283,0.15763641893863678,14.870007
32296,0.8437378406524658,300.59903
534547,0.4553704261779785,100.18982
32360,0.6427693367004395,212.66913
32424,0.23504559695720673,14.870007
32426,0.10621172189712524,14.870007
32430,0.09039980173110962,25.333248
534565,0.19559109210968018,36.88417
32489,0.3588796555995941,24.793314
32491,0.44388547539711,100.59303
32492,0.13155539333820343,14.870007
534571,0.6994548439979553,627.91223
32570,0.05323038995265961,14.870007
534580,0.47813406586647034,97.16687
534592,0.5246468186378479,158.93616
32680,0.41346216201782227,39.78686
534605,0.5978807806968689,309.2861
534614,0.31293076276779175,26.524244
534616,0.20110470056533813,20.708042
32888,0.1683277040719986,20.708042
32918,0.17764292657375336,20.708042
32947,0.19311992824077606,20.708042
32995,0.11643589287996292,28.044212
534629,0.5099202394485474,167.92177
33003,0.461315393447876,86.08742
33012,0.09073600172996521,20.708042
106679,0.18985170125961304,25.499968
106689,0.4375647008419037,43.252895
106704,0.351777583360672,40.00841
106776,0.10357017070055008,28.044212
534644,0.3510233163833618,19.417048
106802,0.3197367787361145,36.841133
106825,0.13572192192077637,20.708042
106972,0.16175112128257751,20.708042
107007,0.48978862166404724,128.9868
107008,0.6849750280380249,335.6146
107053,0.09984657168388367,14.870007
107093,0.11905820667743683,14.870007
107152,0.2434728592634201,30.04266
534679,0.11872689425945282,17.807346
107225,0.3463044762611389,36.841133
107258,0.3013419508934021,78.13078
107284,0.1726578027009964,14.870007
107359,0.10232566297054291,28.044212
107369,0.1539619117975235,20.708042
534708,0.6714566946029663,513.69867
534709,0.5272992253303528,86.20353
107513,0.5533233880996704,214.78041
107516,0.1730760633945465,14.870007
534716,0.22309933602809906,100.78796
107604,0.4770561158657074,36.49307
107662,0.05135383456945419,14.870007
107664,0.09865588694810867,14.870007
107688,0.38998687267303467,28.313963
107739,0.09129907190799713,25.499968
107782,0.2091846615076065,14.870007
107816,0.3844470977783203,36.041348
107912,0.07534544169902802,14.870007
107963,0.7828754186630249,230.30579
108061,0.12751929461956024,14.870007
534763,0.5455411672592163,151.35399
534764,0.7702315449714661,665.697
108187,0.1623999923467636,20.708042
534770,0.7057914733886719,240.61404
108310,0.5363028645515442,192.67825
108316,0.10532698780298233,14.870007
108475,0.0545039176940918,14.870007
108493,0.13625751435756683,22.206177
108548,0.7403229475021362,189.16068
108578,0.19517366588115692,14.870007
108590,0.24775800108909607,28.044212
108652,0.13471448421478271,20.708042
108719,0.24725539982318878,20.708042
108746,0.07644625753164291,14.870007
534814,0.26504507660865784,36.614414
108921,0.3081950843334198,28.313963
108945,0.49590805172920227,219.21333
108972,0.3956351578235626,20.708042
534832,0.4729481339454651,40.196926
109105,0.30306243896484375,45.951233
109124,0.08892699331045151,14.870007
109128,0.10041849315166473,14.870007
109138,0.32225358486175537,28.044212
109172,0.36013585329055786,78.492455
109222,0.13250090181827545,28.044212
534852,0.720056414604187,438.92502
109231,0.3828367292881012,27.877491
109252,0.12981683015823364,14.870007
109330,0.12350436300039291,20.708042
109369,0.7825115323066711,435.06442
183042,0.04097957909107208,14.870007
183180,0.2667330205440521,85.82862
183205,0.26856157183647156,14.870007
183256,0.3231047987937927,28.044212
183581,0.30441176891326904,20.708042
183617,0.16312859952449799,20.708042
534901,0.3411168158054352,54.497463
534906,0.15930233895778656,20.708042
184011,0.4532591700553894,9.805081
184013,0.5119631886482239,144.49211
184313,0.07817421853542328,20.708042
184353,0.09821339696645737,20.708042
184372,0.15953460335731506,20.708042
184382,0.1265866905450821,14.870007
184392,0.07077188044786453,22.206177
184455,0.16277194023132324,14.870007
184472,0.17792798578739166,20.708042
184473,0.039933886379003525,14.870007
184482,0.18749569356441498,20.708042
534935,0.11227680742740631,14.870007
534981,0.1571522057056427,23.440205
184562,0.14855360984802246,20.708042
184615,0.15435616672039032,25.499968
184637,0.131318598985672,20.708042
184643,0.04744609817862511,22.206177
535010,0.28829875588417053,75.006546
184736,0.15182484686374664,14.870007
184755,0.1878851056098938,20.708042
33154,0.7749691009521484,20853.885
33208,0.2664906680583954,78.492455
33239,0.8261861205101013,436.0463
33253,0.28667882084846497,20.708042
535049,0.2926473617553711,45.192764
535050,0.1984339952468872,92.70127
535051,0.2817898988723755,52.79869
33435,0.04802187904715538,20.708042
33443,0.5128533840179443,121.337616
535072,0.7904167175292969,519.8232
33663,0.29064515233039856,105.29029
33728,0.7231783270835876,317.58466
33872,0.16897423565387726,18.163797
33875,0.37704822421073914,66.43634
535099,0.39618465304374695,44.220345
33950,0.10345578193664551,28.044212
34163,0.22999294102191925,20.708042
34193,0.13447211682796478,20.708042
535132,0.18968594074249268,20.708042
34265,0.5872610211372375,398.49716
34318,0.22201061248779297,20.708042
34319,0.5137744545936584,119.40387
34343,0.11622369289398193,18.163797
34463,0.45362573862075806,78.52706
535157,0.46990543603897095,93.000465
34506,0.25040403008461,28.044212
535164,0.23657342791557312,56.887207
34528,0.18064725399017334,20.708042
535166,0.3621401786804199,33.10589
34574,0.20077545940876007,20.708042
535174,0.42342302203178406,49.189655
34629,0.04812415689229965,53.748318
34700,0.4006659686565399,39.807125
535190,0.5250616669654846,123.32574
535195,0.34864547848701477,94.07322
535197,0.42730259895324707,38.49678
34818,0.16694676876068115,18.163797
34833,0.31414109468460083,28.313963
34844,0.26802942156791687,20.708042
34949,0.46698257327079773,59.662296
35146,0.6540594696998596,228.37985
35163,0.1447913944721222,20.708042
35270,0.7265480160713196,387.76904
35297,0.14336499571800232,20.708042
35331,0.31318655610084534,70.716194
35394,0.7429689168930054,417.85175
35414,0.5262922644615173,110.97507
35416,0.35105571150779724,179.35355
35469,0.20765891671180725,20.708042
535269,0.26194360852241516,23.666927
35535,0.09508559107780457,20.708042
35570,0.19981472194194794,14.870007
35605,0.15633292496204376,22.206177
35639,0.45161959528923035,22.47593
35658,0.6818150877952576,191.85345
535286,0.5317628383636475,73.48258
109497,0.6230327486991882,186.99338
535300,0.052843526005744934,36.855072
109522,0.14827410876750946,20.708042
109536,0.5203146934509277,52.79869
109608,0.5046048760414124,85.65829
535311,0.7080183029174805,291.79044
535312,0.58741694688797,230.91525
109651,0.11270033568143845,20.708042
109664,0.535739541053772,104.39537
535336,0.23679985105991364,53.306465
109906,0.17283712327480316,20.708042
535343,0.05255237594246864,32.777027
109941,0.2631629705429077,20.708042
535348,0.22763271629810333,89.61241
110031,0.14446909725666046,18.163797
535357,0.608300507068634,411.11893
535362,0.8240674138069153,2896.8547
110128,0.3781868517398834,28.313963
110137,0.18911704421043396,18.163797
535370,0.5615565180778503,168.87614
535376,0.5462881922721863,120.81673
110247,0.10554039478302002,28.044212
110319,0.17038634419441223,25.499968
535399,0.43594980239868164,134.85648
110344,0.3615531623363495,28.313963
110375,0.1700228750705719,28.044212
535405,0.27655836939811707,31.046139
535409,0.2261236160993576,29.50496
110418,0.700347363948822,323.80194
535411,0.5178720355033875,161.74622
535413,0.26697999238967896,45.949036
110501,0.2500554621219635,20.708042
535422,0.2231898456811905,109.09244
110530,0.2500348389148712,20.708042
110552,0.09742584079504013,20.708042
110603,0.6755607724189758,288.0143
110611,0.5811211466789246,172.95091
110618,0.5483520030975342,39.15393
535433,0.5903293490409851,165.63187
535439,0.8105112910270691,632.5935
110705,0.18332742154598236,14.870007
535451,0.22145721316337585,53.762966
110804,0.6095413565635681,136.50189
110862,0.14234855771064758,25.499968
110875,0.24207143485546112,20.708042
110915,0.342026948928833,22.47593
110932,0.2889949083328247,45.64516
110935,0.15181337296962738,22.206177
110966,0.16890177130699158,20.708042
110993,0.5080407857894897,86.09838
535484,0.37127232551574707,92.99396
535497,0.4520210325717926,63.009064
111370,0.23693305253982544,34.83459
535512,0.3488576114177704,140.468
535515,0.6860964894294739,223.90337
111439,0.13396435976028442,20.708042
111447,0.21736420691013336,20.708042
111472,0.4370257556438446,202.62553
111493,0.13323719799518585,25.499968
111581,0.1368207484483719,20.708042
111773,0.14698526263237,14.870007
111845,0.14351600408554077,20.708042
111863,0.0459931381046772,14.870007
111907,0.10578083246946335,20.708042
535548,0.261592835187912,22.47593
111936,0.614081621170044,271.90063
112033,0.535610556602478,74.04227
112053,0.19882330298423767,20.708042
112055,0.6017012000083923,84.42811
185758,0.1726795732975006,22.206177
185782,0.3945144712924957,18.163797
535579,0.42298805713653564,107.61299
186210,0.6565861701965332,254.56105
186277,0.5687434673309326,66.243866
186314,0.21595193445682526,14.870007
535597,0.4877770245075226,118.34939
186543,0.13048477470874786,18.163797
186588,0.27266454696655273,14.870007
186717,0.4662277400493622,66.43634
186745,0.049755681306123734,14.870007
187090,0.04120369255542755,22.206177
187092,0.14298096299171448,28.044212
187111,0.33627161383628845,70.716194
187129,0.3085901439189911,20.708042
187137,0.11121273785829544,22.206177
187161,0.18558615446090698,18.163797
535622,0.061488937586545944,44.191246
187180,0.13023805618286133,28.044212
535642,0.2992168068885803,23.666927
535664,0.057539522647857666,30.609661
535691,0.38758304715156555,69.532745
187203,0.7684749364852905,314.96188
187230,0.5286757946014404,105.31298
187234,0.2885352075099945,18.163797
535703,0.2618683874607086,30.04266
187420,0.4682464897632599,41.550117
535716,0.5499359965324402,143.2475
35802,0.24340616166591644,52.79869
35875,0.04206744208931923,14.870007
35957,0.35849687457084656,20.708042
35976,0.5188814401626587,82.027054
35984,0.753905177116394,245.01202
535745,0.5973242521286011,257.77036
36054,0.04951887205243111,28.044212
36066,0.21930542588233948,20.708042
36087,0.6136376857757568,35.104343
36127,0.2915361523628235,27.877491
535769,0.6996375322341919,1105.0524
535770,0.5745965838432312,88.08332
36244,0.19613432884216309,14.870007
36250,0.1487356573343277,16.616352
36253,0.13894186913967133,22.206177
36303,0.17668606340885162,14.870007
36375,0.33139562606811523,54.52738
36391,0.38207876682281494,81.34616
535792,0.2883027195930481,41.427605
36460,0.11270033568143845,14.870007
36462,0.30424001812934875,36.841133
36480,0.21922250092029572,14.870007
36666,0.2596527338027954,20.708042
36718,0.2474033087491989,20.708042
36724,0.2521458864212036,20.708042
535824,0.3794357478618622,16.872807
36781,0.6096622943878174,296.83197
36905,0.2608903646469116,30.04266
36937,0.7820475697517395,388.73492
37059,0.45343345403671265,44.98476
37193,0.3349929749965668,30.04266
535866,0.7197427749633789,335.88614
37246,0.46311429142951965,179.17297
535870,0.55295330286026,90.62842
37306,0.13411688804626465,14.870007
37325,0.19212567806243896,20.708042
37328,0.4861229658126831,127.397354
37339,0.2712121605873108,20.708042
37350,0.288095086812973,20.708042
37372,0.15984779596328735,20.708042
37452,0.5527761578559875,114.08724
37539,0.6960534453392029,158.8611
37620,0.19942833483219147,20.708042
535907,0.6541574001312256,313.89554
37730,0.08394698798656464,20.708042
535911,0.29488420486450195,38.655167
37775,0.23085953295230865,20.392797
37795,0.4321656823158264,93.59585
37819,0.1214333176612854,22.206177
37844,0.1973906010389328,21.899038
37897,0.20406240224838257,18.163797
37975,0.5122472643852234,81.481316
38036,0.053246013820171356,14.870007
535968,0.46652519702911377,118.68703
38366,0.06700153648853302,20.708042
38392,0.4078015983104706,20.708042
38423,0.18793174624443054,20.708042
112117,0.07200241833925247,14.870007
112167,0.5362791419029236,144.0484
112223,0.4836435616016388,162.97107
112297,0.2432144433259964,78.492455
535997,0.3288920521736145,143.34912
112311,0.26702627539634705,29.50496
536001,0.5480450391769409,126.88479
112363,0.328792929649353,52.981335
112380,0.17809045314788818,20.708042
112439,0.3573441505432129,82.77231
